S2_B1,S2_B2,S2_B4,S2_B11,S2_B12,ARVI,CI,DVI,GEMI,GNDVI,IPVI,IRECI,MCARI,MSAVI,MSAVI2,NDVI,NDWI2,PSSRA,RI,RVI,SAVI,3_45_9,3_90_12,3_90_63,5_90_21,5_90_62,7_90_15,7_45_19,9_180_12,9_45_97,9_90_11,9_90_59,11_135_1,13_90_59,15_135_97,15_45_1,15_45_19,15_45_59,15_45_81,15_90_13,15_90_31,15_90_59,15_90_64,15_180_59,Label 
0.0457,0.0436,0.0603,0.1974,0.1378,0.482,0.02901,0.16,0.56261,0.58947,0.7851,0.25396,0.00241,0.2582,0.77439,0.57021,-0.58947,3.66335,19.73776,3.6534,0.30746,4.66667,3,0.1358,0.96,2.84431,0.17618,0.70233,3.25926,7.53086,0.70535,0.49107,13.42975,0.51878,8.23555,12.78667,0.67799,0.51719,2,0.71111,0.0594,0.55256,0.53071,0.61058,5
0.0451,0.0487,0.0845,0.2453,0.1525,0.32244,0.06356,0.1503,0.55326,0.51876,0.73536,0.28868,0.00091,0.23357,0.74559,0.47072,-0.51876,2.92189,17.33783,2.7787,0.27517,4.77778,0.33333,0.23457,0.48,2.41428,0.22782,0.69388,0.48148,10.1358,0.73333,0.51429,11.41322,0.55002,10.72889,11.41333,0.71111,0.49673,2,0.45778,0.03313,0.56948,0.85144,0.69429,4
0.0517,0.0611,0.1082,0.2225,0.1703,0.09578,0.14862,0.08,0.44272,0.40238,0.63495,0.11816,0.00017,0.12467,0.62818,0.26991,-0.40238,1.80961,22.69506,1.73937,0.15068,6,0.11111,0.30864,0.04,1.29017,0.4319,0.86735,0.2963,10.16049,0.88272,0.8358,12.92562,0.80365,9.92444,12.95555,0.84267,0.75957,2,0.31556,0.15745,0.78298,0.71272,0.72781,5
0.0418,0.0455,0.0741,0.1952,0.1323,0.24624,0.11934,0.0957,0.45817,0.48882,0.69619,0.16199,0.00082,0.15641,0.66262,0.39237,-0.48882,2.46829,27.70963,2.2915,0.19297,4.22222,0.22222,0.16049,0.2,2.32431,0.35527,0.66327,0.93827,7.80247,0.87037,0.7679,9.90083,0.76899,7.99111,10.06222,0.68805,0.64841,2,0.25778,0.08887,0.75651,0.73322,0.62245,5
0.0347,0.0286,0.0416,0.1631,0.1012,0.30179,0.07912,0.0602,0.36154,0.48288,0.7099,0.19923,0.00117,0.10668,0.61011,0.4198,-0.48288,3.86779,38.68134,2.44712,0.14035,3,1.44444,0.11111,1,2.99707,0.15535,0.59796,0.20988,6.61728,0.75185,0.57127,8.14876,0.62874,6.64,8.36,0.73644,0.57126,2.08,0.39556,0.13379,0.64204,0.61808,0.6859,7
0.0481,0.0513,0.0863,0.2642,0.1843,0.17957,0.1499,0.0881,0.45023,0.46432,0.66897,0.12515,0.00108,0.14165,0.64656,0.33794,-0.46432,2.1321,28.67871,2.02086,0.17372,5.77778,0.55556,0.1358,0.28,2.39058,0.29946,0.62449,0.64198,12.18519,0.84444,0.63599,12.45455,0.64313,12.17778,12.49333,0.69822,0.65148,1.69778,0.40444,0.1582,0.67807,0.51328,0.80444,7
0.054,0.0647,0.1354,0.2999,0.2255,-0.04196,0.22923,0.0541,0.40219,0.3812,0.58326,0.07853,0.00009,0.0821,0.58352,0.16651,-0.3812,1.48966,29.95811,1.39956,0.09838,6.66667,0.66667,0.20988,0.08,1.38604,0.24448,0.67755,0.60494,13.64197,0.83951,0.90741,14.38017,0.88402,13.65778,14.2,0.76133,0.77067,2.16,0.27556,0.3395,0.85778,0.82479,0.81893,2
0.1342,0.1582,0.2639,0.3491,0.2948,-0.13444,0.11751,0.0181,0.28531,0.15008,0.51658,0.03425,0.00036,0.02343,0.5235,0.03316,-0.15008,1.12239,7.69459,1.06859,0.02596,17.11111,36.88889,0.11111,4.32,3.10797,0.02624,0.1674,20.96297,16.37037,0.35841,0.35095,28.90909,0.37618,14.46666,26.72,0.25683,0.2686,2.28,2.91556,0.01136,0.39689,0.80518,0.38335,3
0.0441,0.0499,0.0844,0.209,0.1343,0.17172,0.16014,0.0838,0.44183,0.46707,0.66587,0.14512,0.00032,0.13553,0.6401,0.33175,-0.46707,2.21209,31.22923,1.99289,0.16702,4.44444,1.55556,0.18519,0.8,2.56428,0.13869,0.65918,0.35802,7.77778,0.77531,0.63232,10.44628,0.68827,7.91111,10.40889,0.77422,0.65145,1.44444,0.32,0.24662,0.71252,0.78337,0.71447,5
0.044,0.0496,0.0926,0.2506,0.195,0.23777,0.17364,0.1276,0.51842,0.5431,0.70396,0.18724,0.00299,0.19821,0.70689,0.40793,-0.5431,2.49892,30.93707,2.37797,0.23548,5.66667,3.22222,0.1358,1.88,2.67795,0.04956,0.25504,3.58025,8.90123,0.53798,0.42968,12.20661,0.47448,9.19556,12.47555,0.46155,0.46179,2.51556,1.08,0.02364,0.48649,0.40808,0.51881,7
0.0342,0.0304,0.054,0.1845,0.1174,0.2542,0.17775,0.0765,0.4081,0.55172,0.70732,0.16929,0.00091,0.13115,0.636,0.41463,-0.55172,3.11111,54.42061,2.41667,0.16764,3.11111,0.77778,0.20988,0.68,2.23434,0.27447,0.73878,0.33333,7.17284,0.84074,0.61993,8.45455,0.64976,7.56,8.4,0.77111,0.61112,2,0.32,0.11905,0.66012,0.76716,0.70017,7
0.0476,0.0657,0.1362,0.2707,0.2098,-0.06382,0.22924,0.0457,0.38819,0.36102,0.57183,0.06536,0.00006,0.06964,0.57068,0.14367,-0.36102,1.42511,29.78383,1.33554,0.08379,6.55556,0.66667,0.38272,0.52,1.54065,0.16701,0.69184,0.19753,11.83951,0.71235,0.70813,12.5124,0.72318,11.82667,12.34667,0.76889,0.69996,2,0.44889,0.13272,0.70141,0.84101,0.83822,2
0.0621,0.0969,0.1755,0.2573,0.2011,-0.07967,0.15537,0.0411,0.37527,0.25602,0.55241,0.05174,-0.00002,0.05922,0.55985,0.10482,-0.25602,1.25698,14.58392,1.23419,0.06911,8.77778,0.77778,0.16049,1.68,3.05252,0.04456,0.38235,3.02469,10.04938,0.46144,0.28448,16.52066,0.35047,10.97777,16.81333,0.34382,0.26785,2.29333,1.24889,0.01831,0.38077,0.6136,0.37564,3
0.0436,0.0485,0.0887,0.2051,0.1364,0.25599,0.17328,0.1289,0.51981,0.55373,0.71041,0.15728,0.0007,0.2014,0.7105,0.42083,-0.55373,2.28298,32.22606,2.45321,0.2398,4.66667,2,0.1358,0.96,2.92069,0.07539,0.50816,1.35802,7.79012,0.67654,0.53123,10.97521,0.57247,8.91556,11.06667,0.52455,0.41667,2,0.66222,0.03352,0.57994,0.68336,0.52698,7
0.0425,0.0464,0.0866,0.1862,0.117,0.19029,0.1516,0.0998,0.47067,0.49001,0.68278,0.17867,0.0001,0.15924,0.6653,0.36557,-0.49001,2.23788,28.87845,2.15243,0.19366,4.44444,0.33333,0.20988,0.44,2.32431,0.16202,0.81633,0.30864,8.08642,0.7963,0.70494,10.05785,0.70118,8.26222,10.14667,0.76,0.62754,1.84,0.34222,0.0556,0.68133,0.68113,0.73697,5
0.0346,0.036,0.0586,0.1977,0.1383,0.38993,0.12046,0.1264,0.50458,0.60173,0.75944,0.18373,0.00053,0.20862,0.71978,0.51888,-0.60173,2.843,35.27944,3.157,0.25498,3.22222,0.22222,0.1358,0.2,2.88617,0.39025,0.73878,0.16049,6.37037,0.92593,0.46755,7.36364,0.53413,5.91111,7.61333,0.75511,0.42693,1.68,0.2,0.09756,0.52857,0.79445,0.57119,7
0.0377,0.0447,0.0817,0.2072,0.1441,0.18335,0.1832,0.0903,0.45217,0.50613,0.67797,0.16078,0.00045,0.14613,0.65144,0.35593,-0.50613,2.306,37.20547,2.10526,0.17971,4.66667,1.22222,0.11111,0.72,3.05252,0.11287,0.66327,1.24691,9.23457,0.7358,0.60494,9.18182,0.65064,9.33778,9.32,0.70025,0.55571,2,0.44889,0.05778,0.64141,0.88669,0.65778,7
0.0339,0.0349,0.0564,0.1579,0.0995,0.34648,0.10805,0.1041,0.46286,0.55901,0.73997,0.2078,0.00049,0.17478,0.68294,0.47994,-0.55901,3.04965,33.99309,2.84574,0.21781,3.11111,0.11111,0.18519,0.4,2.5988,0.5302,0.75181,0.16049,7.30864,0.91605,0.63704,7.91736,0.62012,8.39111,8.45333,0.7438,0.51357,1.97778,0.29778,0.12304,0.60178,0.88351,0.60222,7
0.081,0.0761,0.1377,0.223,0.1787,-0.10416,0.12546,0.024,0.35127,0.20357,0.54008,0.04351,0.00017,0.03701,0.53732,0.08016,-0.20357,1.28322,15.47806,1.17429,0.04503,10.22222,12.88889,0.23457,1.88,2.11056,0.05206,0.39113,11.64198,10.75309,0.50831,0.50162,17.43801,0.5572,10.33778,16.33333,0.46539,0.4729,2,1.30222,0.04126,0.58989,0.76821,0.52065,3
0.0429,0.0486,0.0823,0.2051,0.1233,0.40619,0.01983,0.1924,0.61693,0.55285,0.76947,0.3869,0.00265,0.29289,0.81063,0.53894,-0.55285,3.52126,13.6858,3.33779,0.33676,5,0.33333,0.11111,0.36,2.88617,0.23865,0.71224,0.46914,8.91358,0.78148,0.52931,10.66116,0.57677,8.77778,10.48889,0.63333,0.41291,1.94667,0.49333,0.03415,0.59099,0.80052,0.52467,4
0.0322,0.0392,0.0734,0.1972,0.1212,0.24199,0.18196,0.1029,0.47065,0.55262,0.70605,0.16994,0.00039,0.16766,0.67472,0.41209,-0.55262,2.4346,41.09613,2.40191,0.20588,3.33333,0.22222,0.18519,0.44,2.56705,0.3486,0.69592,0.32099,6.82716,0.87654,0.52614,6.92562,0.58388,6.87556,6.88,0.71022,0.49862,1.84,0.32,0.06607,0.58184,0.64118,0.63156,6
0.0301,0.0299,0.0491,0.1383,0.0758,0.46993,0.01342,0.1403,0.52372,0.59696,0.79413,0.23151,0.00156,0.23389,0.74818,0.58826,-0.59696,3.82485,22.07391,3.85743,0.28497,2.88889,0.33333,0.35802,0.48,2.08891,0.4494,0.77959,0.32099,4.50617,0.8642,0.6358,7.34711,0.62579,5.35111,7.36889,0.70648,0.59616,2,0.36,0.09961,0.62248,0.65956,0.66089,7
0.0275,0.0289,0.0476,0.1308,0.0752,0.39645,0.07449,0.1058,0.45943,0.57819,0.76318,0.19902,0.00081,0.18043,0.68936,0.52637,-0.57819,3.43697,32.87475,3.22269,0.22639,2.44444,0.33333,0.20988,0.4,1.49048,0.36277,0.84694,0.32099,3.96296,0.88272,0.72099,5.68595,0.64379,3.90222,5.57778,0.836,0.64995,1.59556,0.28,0.14536,0.63778,0.65442,0.68843,7
0.032,0.0371,0.0775,0.1874,0.1167,0.21791,0.15672,0.1061,0.4781,0.52936,0.70318,0.16557,0.00081,0.17131,0.67852,0.40636,-0.52936,2.45548,33.30106,2.36903,0.20911,3.22222,0.44444,0.20988,0.6,2.4879,0.16951,0.69304,0.2716,6.61729,0.75185,0.52716,6.84297,0.55454,6.20889,6.49333,0.69982,0.59056,1.77333,0.48444,0.05304,0.57697,0.88109,0.75378,6
0.0376,0.0583,0.1295,0.2538,0.1793,0.13529,0.18319,0.134,0.5277,0.49334,0.67048,0.16428,0.00058,0.19538,0.70231,0.34097,-0.49334,1.90734,23.47076,2.03475,0.22508,5.88889,0.66667,0.11111,1.24,2.75433,0.07955,0.43673,1.20988,8.25926,0.68025,0.49693,9.09091,0.50869,7.41333,8.61333,0.52398,0.45217,2.21333,0.66222,0.03313,0.52386,0.92257,0.52989,6
0.0454,0.1033,0.1868,0.2543,0.1974,-0.10035,0.11124,0.0342,0.36059,0.1933,0.54193,0.02294,0.00132,0.0487,0.54911,0.08386,-0.1933,1.09368,10.4641,1.18308,0.05651,9.22222,5.88889,0.16049,2.12,2.57787,0.06456,0.52056,1.16049,9.85185,0.63699,0.56023,10.14876,0.6123,9.18667,9.88889,0.64163,0.60034,2.18667,0.71111,0.04707,0.63502,0.63885,0.70844,3
0.0299,0.0403,0.0716,0.1809,0.1161,0.27279,0.13922,0.1085,0.47967,0.538,0.71553,0.14059,0.0002,0.17676,0.68458,0.43107,-0.538,2.25279,32.37683,2.51536,0.21651,3.11111,0.44444,0.18519,0.4,2.78885,0.45356,0.80408,0.34568,6.92593,0.85802,0.57059,6.65289,0.55346,6.37778,6.60444,0.828,0.50475,1.82222,0.31111,0.10949,0.58682,0.77968,0.53367,6
0.0217,0.0245,0.0256,0.0465,0.0299,0.38902,0.03644,0.0351,0.28069,0.43669,0.70336,0.06633,0.00014,0.06516,0.56655,0.40672,-0.43669,2.79297,48.61263,2.37109,0.0898,1.88889,0.11111,0.28395,0.44,2.01878,0.46939,0.82653,0.28395,1.24691,0.87654,0.66688,4.57851,0.61393,1.38222,4.72,0.83289,0.58853,1,0.30667,0.4541,0.58253,0.80816,0.67392,7
0.0239,0.0283,0.0364,0.089,0.045,0.51944,0.01393,0.1043,0.44644,0.59796,0.79447,0.2177,0.00069,0.18198,0.69137,0.58893,-0.59796,4.07692,29.86709,3.86538,0.23106,2,0,0.23457,0.28,2.11609,1,0.88776,0.02469,1.59259,0.97531,0.67531,4.83471,0.6355,1.36889,4.72,0.88978,0.63305,1.24,0.08889,0.33084,0.63333,0.7138,0.68559,7
0.0334,0.0279,0.0458,0.1548,0.0978,0.28707,0.11571,0.0692,0.38526,0.52016,0.71517,0.15227,0.00109,0.121,0.62528,0.43035,-0.52016,3.09825,43.85419,2.51092,0.15708,2.77778,1.33333,0.18519,1.44,2.77526,0.09954,0.58367,0.33333,8.09877,0.66049,0.3131,7.8843,0.37056,8.37778,7.78222,0.58115,0.39283,1.82222,0.66222,0.04079,0.39751,0.76393,0.67137,6
0.0267,0.0332,0.0596,0.211,0.1666,0.10183,0.19559,0.0459,0.35174,0.44918,0.63901,0.07369,0.00044,0.0794,0.58126,0.27801,-0.44918,2.01846,55.08831,1.77013,0.10352,3,0.22222,0.16049,0.24,2.84431,0.25864,0.79592,0.37037,7.74074,0.85185,0.51006,5.95041,0.52564,7.81778,5.92,0.78311,0.42025,2,0.29333,0.13161,0.52609,0.87799,0.54772,6
0.0285,0.0278,0.0467,0.1064,0.0704,0.17067,0.1883,0.0459,0.33719,0.48755,0.66475,0.07368,0.00004,0.08128,0.58331,0.3295,-0.48755,2.0364,67.18336,1.98287,0.1077,2,0.11111,0.18519,0.28,2.5988,0.40941,0.68776,0.18519,4.54321,0.85802,0.65679,5.12397,0.70533,4.77333,5.46667,0.73911,0.51893,1.09778,0.23556,0.19004,0.69554,0.95568,0.62897,3
0.0354,0.0516,0.1021,0.2314,0.1502,0.16521,0.17695,0.1109,0.49286,0.49789,0.67598,0.15778,0.00026,0.17127,0.67768,0.35195,-0.49789,2.05191,28.63893,2.08619,0.20409,4.44444,0.33333,0.16049,0.68,2.66436,0.24948,0.66531,0.34568,8.75309,0.84568,0.63086,8.82645,0.61522,8.44,8.50667,0.65136,0.4604,2,0.37333,0.04344,0.60371,0.81886,0.58513,6
0.0214,0.0217,0.0356,0.1015,0.053,0.47619,0.02152,0.1039,0.44485,0.60714,0.79669,0.17081,0.0007,0.18161,0.69099,0.59338,-0.60714,3.73876,31.96221,3.91854,0.23085,1.77778,0.44444,0.18519,0.36,2.51159,0.57101,0.83673,0.12346,2.69136,0.88889,0.65556,3.95868,0.68876,3.16,3.98667,0.85556,0.61358,1.16,0.17778,0.42878,0.68889,0.86598,0.64915,7
0.0224,0.0233,0.033,0.0776,0.043,0.4877,-0.03226,0.091,0.41593,0.55779,0.78981,0.13351,0.00034,0.16108,0.66861,0.57962,-0.55779,3.28485,24.96893,3.75758,0.20776,1.66667,0.44444,0.16049,0.4,2.7334,0.29113,0.77347,0.2716,1.8642,0.85802,0.51852,4.55372,0.59882,2.07111,4.64,0.78889,0.49791,1.46222,0.23556,0.28857,0.59422,0.88788,0.60442,7
0.0493,0.0602,0.1135,0.2843,0.2129,0.17056,0.13899,0.1219,0.511,0.46575,0.67469,0.1775,0.00147,0.18359,0.69041,0.34938,-0.46575,2.16652,20.39529,2.07401,0.2154,6.88889,0.33333,0.18519,0.6,2.58064,0.11953,0.57959,0.67901,10.93827,0.70988,0.67778,10.59504,0.65562,9.65778,10.10667,0.58071,0.58007,2,0.55556,0.03881,0.64622,0.74788,0.65119,6
0.0211,0.0241,0.0309,0.0758,0.0394,0.5337,0.02318,0.0931,0.41783,0.61564,0.80052,0.18617,0.00041,0.16531,0.67325,0.60103,-0.61564,4.08414,37.19212,4.01295,0.21324,1.88889,0.22222,0.1358,0.08,2.56705,0.43357,0.91837,0.23457,1.60494,0.8642,0.52295,4,0.54626,1.52,4.04,0.83778,0.44829,1.21333,0.24,0.3811,0.57616,0.85044,0.57375,7
0.03,0.0388,0.0768,0.1946,0.1242,0.25935,0.15489,0.1184,0.49901,0.5529,0.71765,0.19325,0.00042,0.19001,0.69871,0.43529,-0.5529,2.55599,33.22872,2.54167,0.23005,3.33333,0.66667,0.18519,0.44,2.5988,0.22782,0.83673,0.30864,6.80247,0.75926,0.58395,6.50413,0.5665,6.46667,6.22667,0.73244,0.48808,1.82667,0.48,0.08832,0.55492,0.78702,0.54974,6
0.0212,0.0228,0.0334,0.0865,0.0448,0.45205,0.07223,0.0832,0.40018,0.60275,0.77733,0.17523,0.00042,0.14781,0.65422,0.55467,-0.60275,3.83533,46.21674,3.49102,0.192,2,0,0.23457,0.28,2.25527,0.50104,0.7898,0.19753,2.20988,0.88272,0.61605,3.91736,0.64661,1.88444,3.89333,0.80311,0.51616,1.17333,0.16444,0.25227,0.6574,0.74998,0.68356,7
0.0135,0.0198,0.0396,0.1148,0.0665,0.4553,0.09544,0.1191,0.4781,0.65831,0.8003,0.20172,0.00066,0.20474,0.71634,0.60061,-0.65831,3.73232,44.84841,4.00758,0.25584,1.33333,0.33333,0.20988,0.44,2.84431,0.24781,0.64082,0.28395,2.24691,0.85802,0.54201,1.79339,0.60241,1.95111,1.56444,0.72604,0.4784,1.07556,0.21333,0.14742,0.62863,0.89994,0.5674,7
0.0245,0.0307,0.0499,0.1448,0.0882,0.39173,0.07892,0.1082,0.46578,0.57549,0.7601,0.23043,0.00127,0.18345,0.69259,0.52019,-0.57549,3.57114,32.20864,3.16834,0.22924,3,0.66667,0.11111,0.84,2.99707,0.18867,0.71429,0.25926,3.5679,0.8,0.44364,4.80992,0.4827,3.12444,4.68444,0.76711,0.44303,1.16,0.29778,0.13003,0.49358,0.71628,0.48618,7
0.0301,0.0604,0.1213,0.2306,0.1565,0.10136,0.15195,0.102,0.47976,0.42866,0.648,0.13934,0.00038,0.15356,0.65835,0.296,-0.42866,1.84171,20.66176,1.84089,0.18115,5.22222,2.44444,0.1358,1.2,2.7334,0.07455,0.46928,0.82716,7.75309,0.64444,0.52743,7.35537,0.47684,6.76444,6.90667,0.56986,0.42889,1.50667,0.76,0.02688,0.4613,0.81397,0.62949,6
0.0254,0.0317,0.0623,0.1764,0.1417,0.077,0.21918,0.0461,0.35482,0.4619,0.63503,0.06944,0.0002,0.07935,0.58119,0.27006,-0.4619,1.87961,61.10227,1.73997,0.1031,2.66667,0.44444,0.1358,0.32,2.60891,0.18784,0.71429,0.39506,7.34568,0.80864,0.61946,5.1405,0.60433,6.88889,5,0.65686,0.44127,2,0.40889,0.09807,0.61532,0.88892,0.5382,6
0.0182,0.022,0.0477,0.1377,0.0883,0.23581,0.22465,0.071,0.39097,0.59436,0.71334,0.18247,0.00042,0.12357,0.628,0.42668,-0.59436,3.16981,82.6068,2.48847,0.15981,1.88889,0.22222,0.1358,0.48,2.83071,0.19367,0.69388,0.44444,5.11111,0.77407,0.48591,2.94215,0.51643,4.19556,2.98667,0.69156,0.43397,1.74667,0.39111,0.10222,0.53446,0.90443,0.58255,7
0.0648,0.0954,0.1505,0.3226,0.2371,0.14547,0.1058,0.1251,0.50946,0.38736,0.6468,0.21015,0.00112,0.17761,0.68285,0.29359,-0.38736,2.03389,12.56612,1.83123,0.20262,8.55556,11.77778,0.1358,3.12,3.10797,0.0354,0.26119,5.2963,12.85185,0.34359,0.33884,15.81818,0.42703,12.02666,15.4,0.40166,0.3705,2.16,1.47111,0.02862,0.45646,0.71339,0.51706,3
0.0628,0.0716,0.113,0.2466,0.2116,0.13161,0.12718,0.0882,0.45711,0.39383,0.64036,0.12471,0.00068,0.13569,0.6397,0.28071,-0.39383,1.84336,19.06043,1.78053,0.16249,7.66667,2.33333,0.1358,1.32,2.84431,0.06789,0.44821,1.90123,12.09877,0.59736,0.51083,15.95868,0.44313,10.31111,15.21333,0.43944,0.4096,2.18667,0.96444,0.02068,0.45389,0.62823,0.4917,3
0.0622,0.0632,0.1073,0.2072,0.1524,0.13312,0.13665,0.0906,0.46031,0.41661,0.64843,0.10524,0.00013,0.14047,0.64485,0.29685,-0.41661,1.71109,21.268,1.84436,0.16878,6,0.77778,0.11111,1.24,2.86524,0.05373,0.40928,2.54321,10.07407,0.52495,0.46537,15.87603,0.4707,10.23556,15.76,0.45953,0.44274,2,1.14222,0.01969,0.47887,0.57512,0.49169,7
0.031,0.045,0.0785,0.1801,0.112,0.30949,0.10021,0.1339,0.52553,0.53579,0.73015,0.24712,0.00058,0.21229,0.72279,0.4603,-0.53579,2.81019,23.28811,2.70573,0.25395,3.77778,0.44444,0.11111,0.32,2.7334,0.22532,0.79388,0.32099,5.85185,0.82099,0.57331,6.50413,0.58223,5.94222,6.42667,0.76,0.51443,1.88889,0.38667,0.0703,0.59403,0.86312,0.68497,6
0.0345,0.0482,0.0922,0.2227,0.1631,0.19265,0.17079,0.109,0.48787,0.50994,0.68575,0.14278,0.00003,0.17132,0.67805,0.37151,-0.50994,2,30.52968,2.18221,0.20608,4.44444,0.77778,0.1358,0.68,2.64343,0.11454,0.72245,0.39506,8.18519,0.73704,0.58395,9.5124,0.57099,8.07556,9.42667,0.68933,0.5337,1.92,0.50667,0.04174,0.55694,0.7695,0.66426,6
0.043,0.0522,0.1098,0.3,0.2385,0.03069,0.22956,0.0682,0.42297,0.44246,0.61849,0.0802,0.00002,0.10679,0.60942,0.23697,-0.44246,1.57741,37.02024,1.62113,0.12986,4.88889,0.33333,0.38272,0.4,1.71875,0.17201,0.61224,0.60494,13.38272,0.75802,0.71111,9.75207,0.73314,11.80889,9.50667,0.56886,0.66871,2.13333,0.44,0.03881,0.728,0.86459,0.70711,2
0.0921,0.1574,0.2122,0.2189,0.1651,-0.0485,0.06714,0.0301,0.34215,0.13277,0.53311,-0.02822,0.00463,0.04146,0.54172,0.06623,-0.13277,0.88784,7.05438,1.14185,0.0473,16.44444,69.22222,0.11111,6.68,3.21888,0.02791,0.14161,26.91358,11.58025,0.31308,0.23744,18.09917,0.36297,8.70667,16.52,0.43596,0.33368,2.13333,2.69333,0.03127,0.40189,0.79474,0.44508,3
0.0191,0.0243,0.0301,0.0798,0.036,0.64613,0.00669,0.1369,0.50367,0.69802,0.84729,0.32025,0.00016,0.2376,0.75337,0.69457,-0.69802,4.89037,34.58308,5.54817,0.29458,1.77778,0.44444,0.11111,0.32,3.16342,0.3561,0.73878,0.12346,1.09877,0.90123,0.4781,3.36364,0.52491,1.17778,3.42667,0.79289,0.39273,1.14667,0.24,0.61592,0.51481,0.76991,0.50872,7
0.0253,0.0335,0.0617,0.1604,0.094,0.36601,0.06747,0.132,0.51595,0.56462,0.75842,0.24032,0.00091,0.21592,0.72763,0.51684,-0.56462,3.2188,24.31106,3.13938,0.26211,3.11111,0.55556,0.18519,0.4,2.69888,0.197,0.65306,0.32099,4.11111,0.78519,0.4036,4.95041,0.42218,3.97778,4.97333,0.62044,0.35451,1.64444,0.41333,0.09717,0.42646,0.54178,0.50984,7
0.021,0.0201,0.0292,0.1103,0.0536,0.60858,0.05415,0.1282,0.48623,0.7146,0.84352,0.38008,0.00073,0.224,0.73814,0.68703,-0.7146,6.28082,47.40911,5.39041,0.28008,1.88889,0.22222,0.1358,0.32,2.75433,0.68013,0.82653,0.09877,2,0.9321,0.43653,3.87603,0.47421,2.10667,3.76,0.85333,0.36757,1.48,0.22667,0.30481,0.47551,0.61866,0.51905,7
0.0381,0.0494,0.1078,0.3085,0.2732,-0.01372,0.23908,0.0539,0.39755,0.41904,0.6,0.07226,0.00005,0.08545,0.5872,0.2,-0.41904,1.55566,40.05561,1.5,0.10507,4.55556,0.11111,0.28395,0.2,1.73483,0.32028,0.80408,0.28395,15.1605,0.8642,0.73951,9.70248,0.71893,13.73333,9.42667,0.70222,0.57099,2.73333,0.31111,0.09503,0.70222,0.872,0.71156,2
0.0285,0.0269,0.0362,0.1142,0.0594,0.53854,0.02405,0.1155,0.46819,0.62943,0.80734,0.29611,0.00055,0.20032,0.71157,0.61469,-0.62943,4.74309,31.91243,4.19061,0.25185,2,0,0.16049,0.08,2.71247,0.71095,0.88776,0.22222,3.66667,0.92593,0.47328,6.5124,0.4758,4.41778,6.76,0.72356,0.38863,2,0.30667,0.23567,0.4609,0.82759,0.48971,7
0.0302,0.0404,0.0781,0.1904,0.111,0.23841,0.15961,0.1102,0.48545,0.53777,0.70683,0.2024,0.0006,0.17731,0.68495,0.41366,-0.53777,2.63124,33.63974,2.41101,0.21568,3.77778,0.33333,0.28395,0.68,2.56705,0.24032,0.61429,0.20988,5.1358,0.84198,0.47502,6.45455,0.50173,4.86667,6.2,0.65289,0.42022,2,0.43556,0.05786,0.52725,0.82434,0.62452,6
0.0255,0.0333,0.0476,0.1259,0.0743,0.47252,-0.01957,0.1252,0.49562,0.55466,0.78403,0.19183,0.00088,0.21114,0.72307,0.56806,-0.55466,3.35084,18.68092,3.63025,0.26069,2.33333,0.55556,0.1358,0.72,2.94162,0.1895,0.56531,0.44444,4.08642,0.70123,0.42346,5.76033,0.37928,4.59111,5.98667,0.57064,0.34058,2,0.70222,0.04644,0.39518,0.47373,0.55741,7
0.0191,0.0175,0.0231,0.0574,0.0331,0.45849,0.12409,0.0542,0.32151,0.62225,0.76992,0.11947,0.00008,0.09999,0.60309,0.53984,-0.62225,3.49784,91.49689,3.34632,0.13541,1,1,0.11111,0.6,2.86524,0.29863,0.76735,0.22222,1.72839,0.85062,0.53879,3.60331,0.58826,2.08,3.70667,0.79733,0.56728,1.24,0.32444,0.11727,0.59615,0.92336,0.63715,7
0.0272,0.0277,0.0973,0.1095,0.0701,-0.01305,0.45224,0.0653,0.41419,0.63171,0.62563,0.11998,0.00047,0.10455,0.60723,0.25125,-0.63171,1.72148,191.52588,1.67112,0.1289,2,0.55556,0.1358,0.84,3.16342,0.10121,0.43992,1.2716,3.33333,0.55745,0.39478,5.08264,0.39401,3.59556,5.2,0.51666,0.36336,1.64,1.17778,0.04924,0.38084,0.6162,0.47709,7
0.0206,0.0268,0.047,0.1469,0.0763,0.55423,0.07429,0.1873,0.60214,0.70524,0.83292,0.44726,0.00071,0.30528,0.8286,0.66584,-0.70524,4.96596,33.25299,4.98511,0.35959,2,0,0.16049,0.28,2.7334,0.57934,0.87551,0.39506,3.83951,0.87654,0.5175,3.89256,0.51523,4.07556,4.13778,0.78877,0.48717,1.44,0.34667,0.22434,0.54361,0.76303,0.62293,7
0.0306,0.0272,0.0356,0.1488,0.0853,0.64286,-0.03523,0.1668,0.56205,0.68246,0.85042,0.42502,0.00117,0.28145,0.80269,0.70084,-0.68246,6,22.73579,5.68539,0.33902,2.22222,0.22222,0.1358,0.28,2.86524,0.23865,0.56242,0.85185,4.79012,0.8642,0.57974,6.45455,0.60331,0,6.54667,0.67448,0.52148,2.09333,0.29333,0.10748,0.61093,0.73679,0,7
0.0311,0.042,0.0709,0.1412,0.0937,0.25467,0.10264,0.0971,0.45901,0.4887,0.70322,0.16809,0.00032,0.15946,0.66598,0.40645,-0.4887,2.46262,26.16767,2.36953,0.19712,3.44444,0.44444,0.1358,0.48,2.64343,0.16701,0.67755,0.62963,5.08642,0.74815,0.53653,6.95041,0.5684,5.30667,7.05778,0.64293,0.50626,1.94667,0.63111,0.05869,0.55297,0.73153,0.57403,7
