S2_B1,S2_B2,S2_B4,S2_B11,S2_B12,ARVI,CI,DVI,GEMI,GNDVI,IPVI,IRECI,MCARI,MSAVI,MSAVI2,NDVI,NDWI2,PSSRA,RI,RVI,SAVI,3_45_9,3_90_12,3_90_63,5_90_21,5_90_62,7_90_15,7_45_19,9_180_12,9_45_97,9_90_11,9_90_59,11_135_1,13_90_59,15_135_97,15_45_1,15_45_19,15_45_59,15_45_81,15_90_13,15_90_31,15_90_59,15_90_64,15_180_59,Label 
0.0537,0.0987,0.1796,0.262,0.2036,-0.07047,0.18744,0.0466,0.3825,0.2959,0.55742,0.03838,0.00019,0.06652,0.56729,0.11483,-0.2959,1.1765,17.37629,1.25947,0.07717,9.11111,1.88889,0.11111,1.84,2.64343,0.06289,0.40016,5.30864,10.66667,0.60553,0.58135,13.5124,0.5904,9.82667,13.20444,0.55254,0.48076,2,0.84,0.0481,0.58896,0.79907,0.49419,3
0.0378,0.046,0.0877,0.2402,0.1657,0.16704,0.18674,0.0936,0.46035,0.50207,0.67398,0.13435,0.0002,0.14963,0.65502,0.34796,-0.50207,2.05815,35.43037,2.06727,0.18257,4,0,0.80247,0.12,0.93865,0.88338,0.88776,0.06173,9.22222,0.95062,0.85999,9.28099,0.77726,9,9.68889,0.78794,0.6685,2.24444,0.30222,0.27878,0.76007,0.60011,0.78603,5
0.0473,0.0602,0.1163,0.276,0.1805,0.16876,0.16884,0.1261,0.51739,0.49123,0.67577,0.24582,0.00009,0.1886,0.69563,0.35155,-0.49123,2.27515,23.91349,2.08426,0.22027,5.33333,0.77778,0.1358,0.52,2.99707,0.14869,0.8102,1.40741,8.87654,0.71159,0.46365,10.95868,0.47641,9.01778,10.68444,0.70837,0.44149,2.72444,0.56444,0.0417,0.47255,0.85215,0.49329,4
0.0358,0.0428,0.0663,0.1667,0.0937,0.44738,0.04822,0.1689,0.57887,0.59242,0.7801,0.32713,0.00034,0.26818,0.78496,0.5602,-0.59242,3.37104,20.14827,3.54751,0.31609,4,0,0.62963,0.48,1.7742,0.39942,0.72449,0.16049,5.75309,0.77778,0.56077,9.23141,0.5794,6.56,9.50667,0.71137,0.54259,2,0.44889,0.08369,0.6189,0.68221,0.75111,5
0.04,0.0537,0.0938,0.2587,0.1923,0.12139,0.16522,0.0771,0.43376,0.43553,0.64564,0.1014,0.00019,0.12324,0.62693,0.29127,-0.43553,1.82836,28.99332,1.82196,0.15124,5.11111,0.22222,0.18519,0.16,2.22146,0.29946,0.76327,0.25926,10.39506,0.76667,0.60281,10.70248,0.57427,9.16444,10.46667,0.67226,0.54963,1.81333,0.51556,0.05268,0.58956,0.56096,0.75956,2
0.0556,0.0934,0.2363,0.4395,0.3384,-0.1568,0.19163,0.0401,0.34065,0.26586,0.53911,0.0506,-0.00003,0.05312,0.55349,0.07821,-0.26586,1.19636,13.55586,1.1697,0.0594,9.44444,0.44444,0.1358,1.36,2.7334,0.08122,0.47671,1.60494,17.59259,0.56543,0.37477,14.15702,0.43143,14.94222,13.76,0.49839,0.47443,2.81333,0.88,0.02123,0.4642,0.85848,0.46562,2
0.0634,0.1354,0.2076,0.2901,0.2259,-0.10244,0.10809,0.0202,0.32956,0.15371,0.5232,0.059,0.00002,0.02818,0.52831,0.04639,-0.15371,1.24904,9.23688,1.0973,0.03239,11.22222,26.22222,0.11111,2.24,2.67795,0.0379,0.33097,11.77778,11.7037,0.50375,0.57416,16.28926,0.58205,11.91111,15.61778,0.43991,0.46809,1.97333,1.25333,0.02151,0.58093,0.61655,0.54165,3
0.0717,0.0848,0.1622,0.3146,0.2438,-0.07904,0.19661,0.0423,0.3805,0.30504,0.55768,0.078,0.00008,0.06211,0.56285,0.11535,-0.30504,1.40321,20.37127,1.26079,0.07321,9.44444,12.88889,0.11111,2.8,3.03159,0.05373,0.33771,6.97531,15.11111,0.49552,0.49323,18.67768,0.52103,14.44444,18.57333,0.32798,0.33723,2.64,1.73778,0.01938,0.47532,0.60004,0.38865,2
0.0467,0.0709,0.1322,0.2397,0.1753,0.03056,0.16527,0.0735,0.434,0.36951,0.60876,0.06273,0.00001,0.11072,0.61324,0.21752,-0.36951,1.40469,20.57847,1.55598,0.13158,7.55556,5.66667,0.11111,1.4,3.05252,0.07622,0.45758,2.24691,8.2963,0.65219,0.51231,12.27273,0.52586,9.42222,12.80444,0.47587,0.45804,2.42667,0.91556,0.02712,0.54147,0.59483,0.53557,6
0.0423,0.0456,0.0686,0.1633,0.1121,0.28185,0.08716,0.0949,0.45373,0.47897,0.70444,0.12671,0.00034,0.1567,0.66307,0.40888,-0.47897,2.207,24.62526,2.38338,0.19444,4.22222,2.88889,0.11111,0.72,2.94162,0.07539,0.5126,1.76543,7.80247,0.56369,0.39391,11.57025,0.42439,8.57778,11.8,0.49559,0.35273,2,0.98222,0.02767,0.45302,0.59212,0.46144,7
0.0435,0.0474,0.0948,0.2533,0.1737,0.06754,0.18946,0.068,0.41803,0.43184,0.63199,0.10092,0.00007,0.10914,0.61207,0.26398,-0.43184,1.77215,33.33644,1.7173,0.13464,4.66667,0.33333,0.25926,0.48,1.76702,0.24198,0.65714,0.60494,10.12346,0.84568,0.79259,10.45455,0.77692,10.22667,10.70667,0.64222,0.68622,2,0.26222,0.12482,0.78578,0.87552,0.73822,2
0.0641,0.0803,0.1517,0.2704,0.2074,-0.07882,0.18701,0.0388,0.3763,0.29416,0.55669,0.05674,-0.00002,0.058,0.55868,0.11338,-0.29416,1.33751,20.51751,1.25577,0.0691,8.11111,0.55556,0.1358,0.84,2.65702,0.11537,0.50972,1.32099,14.12346,0.68148,0.639,17.08265,0.60596,13.93778,17.06667,0.51066,0.49558,2.44,0.76889,0.03482,0.61282,0.69617,0.60495,2
0.0519,0.0569,0.1036,0.2247,0.1684,0.02021,0.19355,0.0529,0.39438,0.3819,0.60169,0.11906,0.00016,0.0845,0.58624,0.20338,-0.3819,1.83687,31.29144,1.51062,0.10439,5.55556,4.11111,0.16049,1.2,2.75433,0.06372,0.34287,2.30864,10,0.50269,0.47692,13.06612,0.47829,10.43556,13.04,0.4136,0.41206,2.12444,1.28889,0.01973,0.50929,0.50134,0.56123,3
0.0525,0.0616,0.1234,0.2857,0.2038,0.09104,0.18313,0.0989,0.47482,0.44585,0.64304,0.13846,0.00006,0.14869,0.65316,0.28609,-0.44585,1.8128,24.62134,1.80146,0.17542,6.22222,0.77778,0.35802,0.92,1.71049,0.07622,0.46389,1.81481,11.50617,0.54418,0.53918,12.58678,0.51307,10.89333,12.48,0.47373,0.50013,2.21333,0.98667,0.02447,0.52563,0.51718,0.5804,2
0.0467,0.0432,0.086,0.2715,0.1948,0.11111,0.20871,0.075,0.4268,0.48182,0.65182,0.11586,0.00081,0.12163,0.62535,0.30364,-0.48182,2.08023,41.44496,1.87209,0.1506,4.66667,1.44444,0.16049,0.6,2.69888,0.18784,0.60078,0.60494,12.30864,0.79012,0.66416,12.04132,0.66211,11.99556,11.8,0.63646,0.58704,2.48,0.43556,0.04565,0.64514,0.62916,0.65901,2
0.0377,0.0395,0.0637,0.1668,0.1082,0.2383,0.15294,0.0792,0.42126,0.50659,0.69167,0.13713,0.0004,0.13318,0.638,0.38335,-0.50659,2.44113,39.58597,2.24333,0.16813,3.11111,0.22222,0.25926,0.2,2.43521,0.28446,0.77755,0.35802,7.33333,0.83457,0.67284,8.66942,0.71716,8.37778,8.81333,0.78175,0.58574,2.21333,0.29778,0.12964,0.71689,0.88465,0.66763,7
0.047,0.0678,0.1151,0.2117,0.1591,0.0712,0.09359,0.0722,0.43076,0.32508,0.61938,0.12079,0.00002,0.11181,0.6146,0.23876,-0.32508,1.74023,15.25828,1.62728,0.13497,7,5.44444,0.16049,1.76,2.80978,0.08038,0.52088,2.07407,7.88889,0.64358,0.51509,11.59504,0.54663,8.16889,11.44444,0.60685,0.48821,2,0.74667,0.05651,0.56204,0.52808,0.64026,7
0.0336,0.0296,0.0425,0.1017,0.0611,0.33533,0.07459,0.0688,0.38075,0.50507,0.72367,0.14444,0.00022,0.12108,0.62541,0.44733,-0.50507,2.85412,36.84127,2.61882,0.15785,2.55556,0.44444,0.11111,0.92,2.83071,0.13536,0.62449,0.30864,4.55556,0.73704,0.33342,8.80165,0.49166,5.75111,9.01333,0.724,0.5348,1.84,0.45778,0.07512,0.53996,0.51977,0.71048,7
0.057,0.0956,0.1808,0.2629,0.2173,-0.05118,0.19537,0.0593,0.4015,0.32725,0.57044,0.05531,0.00016,0.08383,0.58501,0.14089,-0.32725,1.25664,18.13532,1.32799,0.09659,9,3.77778,0.1358,2.16,2.50426,0.03374,0.28515,3.7037,12.11111,0.41207,0.42757,17.06612,0.39391,12.77333,17.09333,0.33906,0.3827,2.12,1.56,0.01507,0.39376,0.36204,0.52925,3
0.0524,0.0554,0.1076,0.2294,0.1793,0.05639,0.15948,0.0713,0.42779,0.39276,0.62443,0.1279,0.00035,0.11182,0.61471,0.24887,-0.39276,1.86803,24.39724,1.66264,0.13598,6.44444,2.77778,0.16049,1.8,2.92069,0.04706,0.3238,3.20988,11.19753,0.43792,0.46951,14.64463,0.45077,11.26222,13.63111,0.40291,0.37558,2.02667,1.38222,0.01645,0.44279,0.65037,0.44919,7
0.0424,0.0479,0.0852,0.2016,0.1291,0.19035,0.13828,0.0949,0.46169,0.47261,0.67885,0.24265,0.00004,0.15223,0.65786,0.35771,-0.47261,2.53639,27.05203,2.11385,0.18601,4.44444,0.44444,0.1358,1.04,2.99707,0.12037,0.48566,0.79012,9.71605,0.65378,0.35092,10.71074,0.43325,10.10222,10.93333,0.5295,0.42345,2,0.69333,0.03016,0.46523,0.61217,0.5384,2
0.0329,0.0398,0.0733,0.1779,0.1088,0.23496,0.1728,0.0991,0.46384,0.5386,0.70167,0.13003,0.00027,0.16187,0.66849,0.40334,-0.5386,2.191,38.8809,2.35198,0.19934,3.33333,0.44444,0.18519,0.28,2.3549,0.26197,0.71669,1.14815,6.59259,0.87037,0.7358,9.23967,0.69467,7.07111,9.22667,0.70264,0.63845,1.94667,0.36,0.08393,0.68711,0.78445,0.68141,7
0.0349,0.0372,0.0626,0.1921,0.1415,0.28831,0.11586,0.0967,0.45333,0.52513,0.71789,0.1323,0.00072,0.16122,0.6681,0.43578,-0.52513,2.50639,32.11469,2.54473,0.20093,3.44444,0.44444,0.48148,0.4,2.244,0.30945,0.77347,0.2963,7.69136,0.87284,0.6711,8.18182,0.6749,8.29778,8.26667,0.79289,0.63641,1.59556,0.28,0.1375,0.70915,0.78945,0.69759,7
0.0558,0.05,0.087,0.2622,0.1993,0.28838,0.11182,0.1375,0.53335,0.52721,0.72071,0.24075,0.003,0.21437,0.7246,0.44141,-0.52721,2.87012,22.54676,2.58046,0.25416,6.11111,2.22222,0.16049,2.48,2.75433,0.04373,0.3567,2.01235,11.74074,0.49743,0.45963,14.39669,0.46631,11.82667,14.72,0.42453,0.40025,2.32,1.40889,0.02108,0.47169,0.48982,0.54305,7
0.0392,0.0504,0.1017,0.2593,0.1716,0.12195,0.16495,0.0938,0.46462,0.45678,0.65781,0.11448,0.00017,0.14647,0.65133,0.31561,-0.45678,1.86824,26.69681,1.92232,0.17649,4.77778,0.66667,0.25926,0.56,2.41428,0.22199,0.77347,0.34568,9.27161,0.80494,0.6716,9.75207,0.63728,9.41333,9.70667,0.68604,0.58373,1.94667,0.50667,0.05719,0.62301,0.799,0.70995,2
0.0551,0.0566,0.0969,0.2136,0.1479,0.1896,0.16257,0.1045,0.48145,0.48525,0.67516,0.17921,0.00008,0.16341,0.66946,0.35032,-0.48525,2.16615,27.61094,2.07843,0.19635,4.88889,1.11111,0.11111,1.2,2.99707,0.05206,0.50148,3.38272,10.58025,0.46603,0.41872,13.79339,0.43566,10.82222,14.09778,0.40928,0.38755,2,1.45778,0.01649,0.448,0.47491,0.49328,7
0.0555,0.0486,0.07,0.2175,0.178,0.28955,0.07034,0.0959,0.45634,0.46361,0.70326,0.18957,0.00185,0.15786,0.66428,0.40653,-0.46361,2.85571,21.80145,2.37,0.19547,6.44444,3.77778,0.1358,1.88,2.86524,0.05373,0.36294,3.27161,11.06173,0.47347,0.49347,13.75207,0.48131,11.24444,13.90667,0.4074,0.41936,2,1.34667,0.01776,0.47282,0.35454,0.51941,7
0.0259,0.0289,0.0418,0.1135,0.0598,0.5,0.00723,0.1223,0.48594,0.59864,0.79699,0.19899,0.00076,0.20895,0.7209,0.59398,-0.59864,3.58852,24.98393,3.92584,0.25988,2,0,0.1358,0.16,2.56705,0.81175,0.89796,0.16049,3.07407,0.92593,0.64321,5.5124,0.66746,3.23556,5.50667,0.91556,0.59848,1.64,0.15556,0.41235,0.67378,0.5766,0.664,7
0.036,0.0609,0.1175,0.2192,0.1473,0.06998,0.12764,0.0828,0.44868,0.37569,0.63027,0.14109,-0.00001,0.1269,0.63037,0.26054,-0.37569,1.80766,18.38164,1.70468,0.15187,4.77778,1.66667,0.1358,0.96,2.58798,0.14286,0.56939,0.45679,7.55556,0.76296,0.57778,8.20661,0.5897,7.30667,8.04,0.66756,0.50157,1.94667,0.39111,0.0532,0.57715,0.58611,0.63956,7
0.0305,0.0398,0.0677,0.1677,0.1033,0.30574,0.12927,0.1121,0.4841,0.55,0.72646,0.20519,0.00036,0.1835,0.69202,0.45293,-0.55,2.75037,32.22299,2.65583,0.22495,3.33333,0.44444,0.20988,0.16,2.53252,0.30529,0.82041,0.20988,6.14815,0.83333,0.54074,7.54545,0.60188,6.20444,7.15556,0.75333,0.53492,1.50222,0.26667,0.10206,0.62675,0.74043,0.68604,7
0.025,0.029,0.0371,0.1007,0.0505,0.56705,0.01783,0.1265,0.49001,0.64092,0.81515,0.30969,0.00067,0.21765,0.73074,0.63029,-0.64092,4.71429,29.99844,4.4097,0.2708,2,0,0.11111,0.52,2.94162,0.62266,0.69184,0.11111,2.09877,0.91358,0.46195,5.04132,0.52149,2.34667,5.22222,0.70978,0.45246,1.46222,0.20889,0.45782,0.51018,0.48687,0.57582,7
0.0436,0.0413,0.0659,0.1555,0.1028,0.21407,0.09559,0.0739,0.41277,0.43975,0.67963,0.15567,0.00015,0.12419,0.62839,0.35926,-0.43975,2.37785,26.97578,2.1214,0.15708,4,2.11111,0.18519,1.28,2.64343,0.05956,0.42401,0.87654,8.04938,0.61358,0.58468,10.20661,0.66189,8.36889,9.81333,0.55508,0.57456,2,0.61778,0.0368,0.65493,0.66009,0.66756,7
0.0291,0.0281,0.0433,0.158,0.0941,0.43478,0.08115,0.1052,0.45466,0.60281,0.77424,0.17218,0.00118,0.18096,0.69008,0.54849,-0.60281,3.55889,37.62116,3.42956,0.2281,2.22222,0.33333,0.28395,0.32,1.8333,0.40025,0.73061,0.14815,4.25926,0.91358,0.7321,5.20661,0.68437,3.94222,5.61778,0.72279,0.53759,1.32444,0.24,0.11309,0.64779,0.87764,0.63558,7
0.022,0.0233,0.0318,0.0989,0.0527,0.50613,0.04262,0.0911,0.41474,0.61604,0.79444,0.1367,0.00041,0.16164,0.66924,0.58888,-0.61604,3.46855,40.6168,3.86478,0.20872,1.55556,0.44444,0.28395,0,1.86602,0.29446,0.94286,0.30864,2.64198,0.85802,0.75062,3.98347,0.65799,2.72889,4.12,0.80691,0.61651,1.2,0.44889,0.20213,0.65741,0.69974,0.70978,7
0.0398,0.0438,0.0969,0.2713,0.2026,0.17378,0.1846,0.1162,0.50069,0.52323,0.68742,0.12655,0.00077,0.18043,0.68764,0.37484,-0.52323,1.99587,31.64245,2.19917,0.21519,4.77778,0.77778,0.23457,0.6,2.43521,0.23199,0.71224,0.37037,11.77778,0.7963,0.57727,9.26446,0.5583,10.83556,8.89333,0.65556,0.47628,2,0.45333,0.0579,0.55027,0.88462,0.56202,6
0.0226,0.0361,0.0666,0.1601,0.0973,0.27293,0.17047,0.1034,0.46799,0.56538,0.71851,0.146,0.0002,0.17047,0.67796,0.43702,-0.56538,2.39489,42.18154,2.55255,0.21056,3,0.33333,0.1358,0.36,2.69888,0.25698,0.7551,0.2963,4.5679,0.83951,0.52688,4.70248,0.56967,4.74667,4.89333,0.768,0.50055,1.85333,0.33333,0.12585,0.55526,0.66037,0.64062,6
0.0392,0.058,0.1235,0.313,0.2313,-0.01777,0.2096,0.0589,0.40945,0.38655,0.59627,0.06776,0.0002,0.09077,0.5926,0.19255,-0.38655,1.48745,29.02106,1.47692,0.10963,5.88889,1,0.38272,0.52,1.86561,0.17201,0.71669,0.38272,12.97531,0.7,0.65309,9.45455,0.64177,12.66222,9.11556,0.70914,0.61257,2.52889,0.48444,0.06141,0.63582,0.80296,0.66471,2
0.0261,0.0403,0.0911,0.1946,0.1199,0.21494,0.19007,0.1285,0.51962,0.55966,0.70679,0.20686,0.00015,0.20001,0.70889,0.41358,-0.55966,2.35346,34.82265,2.41054,0.23776,3.33333,0,0.16049,0.28,2.31072,0.45439,0.76327,0.32099,6.1358,0.84815,0.65062,5.46281,0.60035,6.08444,5.55111,0.81733,0.56128,2,0.28444,0.1281,0.59424,0.83281,0.67804,6
0.0339,0.0419,0.0739,0.199,0.1358,0.23149,0.15109,0.0958,0.45825,0.51383,0.69663,0.14194,0.00038,0.15662,0.66285,0.39327,-0.51383,2.31258,33.73646,2.29635,0.19325,4,0.55556,0.23457,0.8,2.03694,0.1895,0.71633,0.74074,7.11111,0.78395,0.71431,7.76033,0.644,7.08444,7.84889,0.69211,0.58025,2,0.42667,0.0605,0.62771,0.78216,0.65289,7
0.0254,0.0317,0.049,0.1526,0.0808,0.58985,0.01871,0.208,0.63544,0.68968,0.83987,0.44195,0.00134,0.33375,0.86071,0.67974,-0.68968,4.98163,22.83317,5.2449,0.3871,2.55556,0.44444,0.25926,0.16,2.3549,0.34277,0.79388,0.33333,3.93827,0.85802,0.67531,5,0.5578,3.83556,5.12,0.76622,0.39984,2,0.34222,0.25274,0.53031,0.81831,0.55207,7
0.034,0.0454,0.0871,0.2317,0.1558,0.23402,0.14155,0.1204,0.50554,0.52015,0.70434,0.1732,0.00058,0.18958,0.69784,0.40869,-0.52015,2.34443,26.99682,2.38232,0.22728,4,0,0.16049,0.36,2.84431,0.42441,0.73878,0.37037,8.38272,0.80247,0.53181,7.23967,0.51247,7.26667,6.8,0.64711,0.45223,1.82667,0.41778,0.06576,0.49302,0.78368,0.55189,7
0.0399,0.0628,0.1283,0.2806,0.2031,0.12029,0.16796,0.1185,0.50476,0.45949,0.65796,0.1932,0.00044,0.17471,0.68049,0.31592,-0.45949,2.03897,21.55831,1.92362,0.20312,5.77778,0.44444,0.20988,0.48,2.21064,0.14619,0.6449,0.8642,10.2963,0.7716,0.58069,9.47107,0.60746,9.66222,9.44,0.56295,0.46695,2,0.61778,0.03992,0.58445,0.8093,0.53257,6
0.0336,0.0353,0.0686,0.1595,0.1047,0.21676,0.17365,0.0897,0.44421,0.53243,0.69766,0.15471,0.00004,0.14857,0.65436,0.39533,-0.53243,2.32216,41.76447,2.30758,0.1851,3.11111,0.44444,0.30864,0.36,2.17888,0.19534,0.67755,0.58025,5.8642,0.79383,0.60813,7.1157,0.68082,6.16889,6.98667,0.67004,0.55703,1.78667,0.48889,0.06943,0.67403,0.70442,0.65911,6
0.0158,0.0416,0.0764,0.0862,0.0629,-0.01045,0.1567,0.0325,0.34001,0.32321,0.5877,0.0175,0.00021,0.05507,0.55594,0.17539,-0.32321,1.17147,33.777,1.42539,0.07114,2.55556,3.66667,0.1358,1.4,2.94162,0.10704,0.50036,1.02469,2.28395,0.68765,0.4629,3.1405,0.47561,2.88444,3.08444,0.58727,0.35606,1.04444,0.60444,0.09077,0.47856,0.83668,0.51118,3
0.0143,0.0179,0.0285,0.0689,0.0394,0.55819,0.11111,0.1094,0.44842,0.71624,0.82873,0.27203,0.00005,0.19344,0.70418,0.65745,-0.71624,4.6,68.53074,4.8386,0.24625,1,0,0.16049,0.2,2.75433,1,0.85714,0.02469,1.48148,0.98148,0.46812,2,0.50138,1.70667,2.29333,0.78356,0.46649,1.32,0.13778,0.453,0.50707,0.65411,0.56808,7
0.0316,0.0428,0.0818,0.2102,0.1301,0.27295,0.15292,0.1297,0.51952,0.55744,0.7211,0.19276,0.00066,0.20496,0.71468,0.44221,-0.55744,2.53667,30.82359,2.58557,0.24524,3.66667,0,0.28395,0.6,2.34524,0.30779,0.75306,0.32099,6.80247,0.82346,0.63704,7.1405,0.62402,6.94667,7.16,0.748,0.60016,1.92,0.38667,0.08089,0.62826,0.68843,0.66533,6
0.0147,0.0137,0.0193,0.0752,0.0404,0.63274,0.13864,0.0914,0.39933,0.76696,0.85154,0.19434,0.00031,0.16649,0.67463,0.70308,-0.76696,5.78757,119.68954,5.73575,0.21762,0.66667,0.44444,0.11111,0.32,2.97614,0.46022,0.86735,0.17284,1.55556,0.87654,0.40284,2.03306,0.4618,1.80889,2.08889,0.81556,0.48688,1,0.24444,0.24591,0.49015,0.6379,0.60462,7
0.026,0.0294,0.054,0.1333,0.0866,0.21752,0.19469,0.0683,0.39178,0.54127,0.6937,0.15221,0.00024,0.11768,0.62164,0.38741,-0.54127,2.65926,60.46211,2.26481,0.15149,2.33333,0.66667,0.11111,1,2.99707,0.14036,0.55714,0.51852,5.16049,0.67654,0.48707,5.66116,0.52633,5.34667,5.94667,0.668,0.43041,1.64,0.54222,0.04759,0.53545,0.87617,0.49777,7
0.057,0.0745,0.1303,0.2912,0.2133,0.02207,0.15822,0.0642,0.41879,0.34509,0.59883,0.08917,0.00016,0.09756,0.59958,0.19766,-0.34509,1.57329,19.99121,1.49271,0.11676,7.66667,0.66667,0.30864,0.68,1.79072,0.1112,0.58367,1.1358,11.1358,0.69136,0.71605,15.4876,0.60731,10.69333,15.96,0.51693,0.49597,1.81778,0.83111,0.03388,0.55613,0.56784,0.60135,5
0.0551,0.0588,0.0852,0.1811,0.1176,0.2505,0.09794,0.101,0.47224,0.45355,0.68607,0.15763,0.0003,0.16142,0.66767,0.37214,-0.45355,2.26056,21.16339,2.18545,0.1964,5.88889,3,0.16049,1.28,3.05252,0.05789,0.31065,13.22222,9.24691,0.56025,0.49569,13.7438,0.54169,8.56889,13.48,0.52647,0.48049,1.96,0.91111,0.03925,0.55769,0.56086,0.4907,7
0.0499,0.0668,0.1236,0.2715,0.1819,0.13394,0.13707,0.1126,0.49621,0.43152,0.65648,0.15199,0.00069,0.16783,0.67336,0.31295,-0.43152,1.93042,18.51094,1.911,0.19644,6.44444,0.77778,0.1358,0.52,2.78885,0.20533,0.70612,0.54321,10.48148,0.79259,0.68889,13,0.73609,11.28444,12.81333,0.748,0.68123,2.39556,0.38667,0.06497,0.73422,0.88761,0.6623,4
0.0577,0.0627,0.1066,0.2325,0.1704,0.0988,0.14133,0.0769,0.43713,0.39173,0.63254,0.13363,0.00016,0.12038,0.6237,0.26508,-0.39173,1.88649,22.02882,1.72139,0.14599,6.77778,0.55556,0.18519,0.96,2.56705,0.06039,0.4472,2.66667,10.45679,0.52299,0.44216,16.00826,0.45571,10.54222,16.10222,0.36198,0.41095,2,1.47556,0.01689,0.47275,0.26415,0.53919,5
0.037,0.0393,0.0614,0.1608,0.1074,0.26658,0.1083,0.0828,0.42641,0.48967,0.70136,0.13689,0.00046,0.13951,0.64481,0.40272,-0.48967,2.50651,31.27201,2.34853,0.17602,3.66667,0.33333,0.48148,0.4,2.26152,0.24531,0.78163,0.53086,6.35802,0.81728,0.72542,9.46281,0.75265,7.04889,9.17333,0.76933,0.64489,1.89333,0.30667,0.1217,0.74051,0.76418,0.64889,5
0.0408,0.0464,0.0695,0.2207,0.1251,0.49797,0.03039,0.2068,0.63727,0.61721,0.79902,0.50361,0.00115,0.31941,0.84151,0.59803,-0.61721,4.26187,17.26777,3.97554,0.36675,4.66667,0.33333,0.11111,0.24,3.10797,0.21449,0.76939,0.50617,9.2963,0.86049,0.59772,10.38017,0.71843,9.61778,10.44,0.75644,0.52841,2.50667,0.21333,0.08089,0.73696,0.93168,0.57625,4
0.0754,0.1164,0.1539,0.2775,0.2475,-0.0657,0.0751,0.0139,0.33449,0.11792,0.5216,0.03637,0.00001,0.02105,0.52115,0.04321,-0.11792,1.21637,10.20501,1.09032,0.02537,12.44444,18.88889,0.11111,2.16,2.86524,0.05873,0.42083,1.88889,13.23457,0.52246,0.55492,20.04132,0.56252,12.66666,19.64,0.45601,0.47396,2.04,1.12,0.0396,0.57207,0.60685,0.60478,3
0.038,0.0359,0.0436,0.1597,0.0891,0.65031,-0.06136,0.1985,0.61883,0.66163,0.84739,0.42841,0.00163,0.32368,0.85004,0.69478,-0.66163,5.53899,15.86472,5.55275,0.37896,3.11111,0.11111,0.16049,0.16,2.67795,0.35527,0.83673,0.24691,5.49383,0.88272,0.66173,8.46281,0.65277,5.79556,8.82667,0.84622,0.52769,2,0.22667,0.12648,0.6623,0.85962,0.5622,5
0.0466,0.0557,0.0909,0.1928,0.1307,0.15821,0.11602,0.0826,0.44235,0.41344,0.6562,0.10848,0.00052,0.13222,0.63647,0.31241,-0.41344,1.86469,22.13759,1.90869,0.16209,5,2.11111,0.11111,1.16,2.99707,0.04956,0.45902,3.28395,8.11111,0.51917,0.43971,11.95041,0.49405,7.85778,11.95111,0.4951,0.40835,2,1.03111,0.03068,0.49374,0.69596,0.52429,6
0.046,0.0664,0.1278,0.2604,0.1844,0.06452,0.18608,0.0875,0.45661,0.42112,0.62751,0.09568,-0.00002,0.13156,0.63508,0.25503,-0.42112,1.58607,24.21381,1.68466,0.15568,5.66667,2.11111,0.16049,0.92,2.65702,0.08288,0.5898,0.5679,9.95062,0.71975,0.63972,10.70248,0.69158,9.60889,10.74667,0.7415,0.68561,2,0.44,0.0675,0.72434,0.69966,0.73315,2
0.0374,0.0371,0.059,0.1726,0.1121,0.40052,0.11321,0.13,0.51112,0.60169,0.7621,0.26179,0.00023,0.21396,0.72562,0.52419,-0.60169,3.24746,33.52822,3.20339,0.2607,3.22222,0.22222,0.28395,0.28,1.51238,0.21699,0.71873,0.59259,7.60494,0.86049,0.85679,9.01653,0.87633,7.52,9.61333,0.81731,0.83333,2,0.18222,0.13798,0.87244,0.88232,0.85511,5
0.0643,0.083,0.1367,0.2029,0.1672,0.05719,0.15798,0.0768,0.4391,0.36465,0.60965,0.08718,0.00024,0.11465,0.61728,0.2193,-0.36465,1.43965,19.02733,1.56181,0.1355,6.88889,7.44445,0.1358,1.92,2.97614,0.03457,0.32376,5.14815,10.91358,0.48581,0.44812,17.03306,0.43893,10.86667,16.82667,0.37684,0.39493,2.50667,1.39556,0.01776,0.44817,0.53615,0.50393,3
0.065,0.0788,0.1438,0.2183,0.1749,-0.07159,0.19883,0.0371,0.37387,0.30614,0.55713,0.02801,0.00033,0.05619,0.55686,0.11426,-0.30614,1.15229,23.29956,1.258,0.06748,7.66667,4.55556,0.11111,2.52,3.10797,0.0504,0.28905,2.80247,11.33333,0.4247,0.32988,17.19008,0.40209,11.20889,17.2,0.37092,0.37141,2,1.44,0.01859,0.40554,0.33138,0.46526,3
0.0639,0.0653,0.1107,0.2402,0.1965,0.07,0.13075,0.0689,0.42436,0.35701,0.61867,0.11575,0.00014,0.10768,0.61034,0.23734,-0.35701,1.78591,19.88413,1.6224,0.13077,7,0.88889,0.20988,1,2.67795,0.05373,0.45962,2.51852,10.87654,0.49012,0.43573,17,0.46716,11.48444,17.14667,0.42052,0.41851,2.01333,1.27556,0.02483,0.4836,0.49633,0.51772,7
0.0805,0.1173,0.1958,0.3156,0.2622,-0.10449,0.15824,0.0266,0.34508,0.21963,0.5318,0.0687,-0.00003,0.03757,0.53781,0.06361,-0.21963,1.2998,13.30487,1.13585,0.04345,11.44444,0.88889,0.11111,1.04,2.6225,0.07039,0.4092,2.27161,13.51852,0.57898,0.52154,20.23141,0.53007,12.29333,19.69333,0.43263,0.41711,2,1.2,0.021,0.52164,0.67663,0.49795,3
